Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,11501.84961,11750.28027,10701.63965,10940.53027,10940.53027,3854530000
2000-02-01,10937.74023,11118.92969,9836.05957,10128.30957,10128.30957,3661120000
2000-03-01,10128.11035,11234.65039,9731.80957,10921.91992,10921.91992,4754630000
2000-04-01,10863.28027,11425.4502,10201.53027,10733.91016,10733.91016,4049750000
2000-05-01,10749.41992,10971.24023,10258.80957,10522.33008,10522.33008,3816980000
2000-06-01,10532.26953,10863,10335.45996,10447.88965,10447.88965,3823590000
2000-07-01,10450.36035,10874.62988,10393.08984,10521.98047,10521.98047,3248880000
2000-08-01,10523.80957,11319.05957,10516.75977,11215.09961,11215.09961,3620730000
2000-09-01,11219.54004,11401.19043,10567.32031,10650.91992,10650.91992,4639930000
2000-10-01,10659.05957,10995.41016,9654.639648,10971.13965,10971.13965,6254820000
2000-11-01,10966.20996,11006.5,10292.38965,10414.49023,10414.49023,4680310000
2000-12-01,10416.75977,10917.67969,10299.20996,10787.99023,10787.99023,5202580000
2001-01-01,10790.91992,11028,10468.04004,10887.36035,10887.36035,5825960000
2001-02-01,10884.82031,11035.13965,10294.00977,10495.28027,10495.28027,4164820000
2001-03-01,10493.25,10859.5,9106.540039,9878.780273,9878.780273,6086470000
2001-04-01,9877.160156,10906.41016,9375.719727,10734.96973,10734.96973,5241100000
2001-05-01,10734.04981,11350.04981,10673.21973,10911.94043,10911.94043,4518100000
2001-06-01,10913.57031,11196.53027,10394.71973,10502.40039,10502.40039,4914500000
2001-07-01,10504.9502,10679.12012,10120.88965,10522.80957,10522.80957,4605880000
2001-08-01,10527.37988,10609.65039,9869.139648,9949.75,9949.75,4083400000
2001-09-01,9946.980469,10182.37988,8062.339844,8847.55957,8847.55957,5555020000
2001-10-01,8845.969727,9598.169922,8732.139648,9075.139648,9075.139648,5722030000
2001-11-01,9087.450195,9992.790039,9014.459961,9851.55957,9851.55957,4722560000
2001-12-01,9848.929688,10184.4502,9703.900391,10021.57031,10021.57031,4302710000
2002-01-01,10021.70996,10300.15039,9529.459961,9920,9920,4955760000
2002-02-01,9923.040039,10255.24023,9580.320313,10106.12988,10106.12988,4651890000
2002-03-01,10111.04004,10673.09961,10111.04004,10403.94043,10403.94043,4589750000
2002-04-01,10402.07031,10402.07031,9811.570313,9946.219727,9946.219727,5111860000
2002-05-01,9944.900391,10353.42969,9802.230469,9925.25,9925.25,4800810000
2002-06-01,9923.94043,9986.490234,8926.570313,9243.259766,9243.259766,5783720000
2002-07-01,9239.25,9410.379883,7532.660156,8736.589844,8736.589844,7714600000
2002-08-01,8732.580078,9077.009766,8030.819824,8663.5,8663.5,5591350000
2002-09-01,8659.269531,8726.900391,7460.779785,7591.930176,7591.930176,5601800000
2002-10-01,7593.040039,8558.629883,7197.490234,8397.030273,8397.030273,7498850000
2002-11-01,8395.639648,8950.330078,8298.679688,8896.089844,8896.089844,5410370000
2002-12-01,8902.950195,9043.370117,8242.910156,8341.629883,8341.629883,4607200000
2003-01-01,8342.379883,8869.290039,7917.160156,8053.810059,8053.810059,5426600000
2003-02-01,8053.740234,8152.529785,7628.990234,7891.080078,7891.080078,4418320000
2003-03-01,7890.240234,8522.179688,7416.640137,7992.129883,7992.129883,5616290000
2003-04-01,7992.830078,8559.769531,7979.689941,8480.089844,8480.089844,5128590000
2003-05-01,8478.480469,8868.330078,8340.230469,8850.259766,8850.259766,4686280000
2003-06-01,8851.450195,9352.769531,8851.450195,8985.44043,8985.44043,4987850000
2003-07-01,8983.660156,9361.400391,8871.200195,9233.799805,9233.799805,4911390000
2003-08-01,9232.679688,9499.969727,8997.110352,9415.820313,9415.820313,3853760000
2003-09-01,9416.669922,9686.080078,9230.469727,9275.05957,9275.05957,4385460000
2003-10-01,9276.799805,9850.009766,9276.799805,9801.120117,9801.120117,4840970000
2003-11-01,9802.459961,9903.570313,9585.5,9782.459961,9782.459961,3548520000
2003-12-01,9785.349609,10462.44043,9785.349609,10453.91992,10453.91992,4246080000
2004-01-01,10452.74023,10705.17969,10367.41016,10488.07031,10488.07031,4380510000
2004-02-01,10487.78027,10753.62988,10434.66992,10583.91992,10583.91992,3894640000
2004-03-01,10582.25,10695.54981,10007.49023,10357.7002,10357.7002,5009640000
2004-04-01,10357.51953,10570.80957,10219.17969,10225.57031,10225.57031,4530000000
2004-05-01,10227.26953,10386.32031,9852.19043,10188.4502,10188.4502,4016800000
2004-06-01,10187.17969,10498.66992,10134.86035,10435.48047,10435.48047,4111110000
2004-07-01,10434,10448.08984,9913.919922,10139.70996,10139.70996,4452180000
2004-08-01,10138.4502,10211.25,9783.910156,10173.91992,10173.91992,3756550000
2004-09-01,10170.12012,10363.36035,9977.919922,10080.26953,10080.26953,4638370000
2004-10-01,10082.04004,10270.37012,9708.400391,10027.46973,10027.46973,5292920000
2004-11-01,10028.73047,10602.84961,10010.15039,10428.01953,10428.01953,5666600000
2004-12-01,10425.79981,10868.07031,10418.62988,10783.00977,10783.00977,5744730000
2005-01-01,10783.75,10867.38965,10368.61035,10489.94043,10489.94043,5424930000
2005-02-01,10489.71973,10853.42969,10489.63965,10766.23047,10766.23047,5038600000
2005-03-01,10769.04004,10984.45996,10396.24023,10503.75977,10503.75977,5820160000
2005-04-01,10504.57031,10568.92969,10000.45996,10192.50977,10192.50977,5852240000
2005-05-01,10192,10560.80957,10075.54981,10467.48047,10467.48047,4843000000
2005-06-01,10462.86035,10656.29004,10253.49023,10274.96973,10274.96973,5026730000
2005-07-01,10273.58984,10717.73047,10175.40039,10640.91016,10640.91016,4821200000
2005-08-01,10641.78027,10719.41016,10349.37012,10481.59961,10481.59961,5082400000
2005-09-01,10481.44043,10701.80957,10350.95996,10568.7002,10568.7002,5229310000
2005-10-01,10569.5,10608.55957,10156.45996,10440.07031,10440.07031,5829060000
2005-11-01,10440.07031,10959.79004,10388.75977,10805.87012,10805.87012,5385780000
2005-12-01,10806.03027,10940.33984,10709.41992,10717.5,10717.5,5223910000
